Postal Code,VIN,Stock Num,MSRP,Year,Make,Model,Ext. Warranty Miles,Lender,Purchase Date,Sales Type,Purchase Type,Sale Price
63376,KNDJT2A24A7030778,K25003,"$17,890.00 ",2010,KIA,SOUL,0,HYUNDAI MOTOR FINANCE,3/28/2009 0:00,New Vehicle,Finance,"$17,890.00 "
62526,1D8HB48N98F137145,P8042,"$15,986.00 ",2008,DODGE,DURANGO,0,CONVERSION - DO NOT USE,3/28/2009 0:00,Used Vehicle,Cash,"$15,986.00 "
62704-3162,1D7HA16D34J190477,19631AA,"$12,988.00 ",2004,DODGE TRUCK,RAM P/U 1500,0,PREMIER BANK OF JACKSONVILLE,3/30/2009 0:00,Used Vehicle,Finance,"$12,988.00 "
62633,1FTFW1EV1AKB25548,22366C,"$26,700.93 ",2010,FORD TRUCK,F-150,0,CONVERSION - DO NOT USE,7/9/2011 0:00,Used Vehicle,Cash,"$26,700.93 "
62316,2C8GT64L33R193413,K27000B,"$8,500.00 ",2003,CHRYSLER,TOWN & COUNTRY,0,CONVERSION - DO NOT USE,7/9/2011 0:00,Used Vehicle,Cash,"$8,500.00 "
62629,3C8FY68894T224214,K25659A,"$5,993.00 ",2004,CHRYSLER,PT CRUISER,0,CONVERSION - DO NOT USE,7/9/2011 0:00,Used Vehicle,Cash,"$5,993.00 "
62052,1GCEK19BX5E180446,22240C,"$14,500.00 ",2005,CHEVROLET TRUCK,SILVERADO 1500,0,CONVERSION - DO NOT USE,7/11/2011 0:00,Used Vehicle,Cash,"$14,500.00 "
62049,1D4HB58D55F557866,22363A,"$14,440.00 ",2005,DODGE,DURANGO,112034,BANK OF AMERICA,7/11/2011 0:00,Used Vehicle,Finance,"$14,440.00 "
46143,1D8GU28K88W288901,22424A,"$14,950.00 ",2008,DODGE,NITRO,0,CONVERSION - DO NOT USE,7/13/2011 0:00,Used Vehicle,Cash,"$14,950.00 "
0,KNDPCCA2XB7080800,K25790,"$24,341.92 ",2011,KIA,SPORTAGE,0,CONVERSION - DO NOT USE,7/13/2011 0:00,New Vehicle,Cash,"$24,341.92 "
62703,1D7HA16N42J250398,99803,"$10,260.00 ",2002,DODGE TRUCK,RAM 1500,78183,PREMIER BANK OF JACKSONVILLE,7/13/2011 0:00,Used Vehicle,Finance,"$10,260.00 "
52601,2B3CJ5DT0BH571239,22463,"$34,265.00 ",2011,DODGE,CHALLENGER,0,CONVERSION - DO NOT USE,7/15/2011 0:00,New Vehicle,Finance,"$34,265.00 "
62649,1D4RE2GG7BC708905,22398,"$34,980.00 ",2011,DODGE TRUCK,DURANGO,0,TD AUTO FINANCE LLC,7/15/2011 0:00,New Vehicle,Finance,"$34,980.00 "
62704,1FAFP34N76W134996,K25990A,"$7,250.00 ",2006,FORD,FOCUS,0,CONVERSION - DO NOT USE,7/16/2011 0:00,Used Vehicle,Cash,"$7,250.00 "
47601,3D73Y4CL4AG193422,22357A,"$35,738.00 ",2010,DODGE TRUCK,RAM 3500,0,BANK OF AMERICA,7/16/2011 0:00,New Vehicle,Finance,"$35,738.00 "
62629,2A4RR5D13AR307192,99793,"$18,000.00 ",2010,CHRYSLER,TOWN & COUNTRY,0,CONVERSION - DO NOT USE,7/16/2011 0:00,Used Vehicle,Cash,"$18,000.00 "
62650,1GCDT13E578210353,22321A,"$17,588.00 ",2007,CHEVROLET TRUCK,COLORADO,0,PREMIER BANK OF JACKSONVILLE,7/16/2011 0:00,Used Vehicle,Finance,"$17,588.00 "
61611,5XYKU4A27CG198871,K27017,"$31,485.00 ",2012,KIA,SORENTO,0,US BANK NA,7/18/2011 0:00,New Vehicle,Finance,"$31,485.00 "
62670,1D7HA16K97J609869,K25007A,"$12,486.00 ",2007,DODGE TRUCK,RAM 1500,0,CONVERSION - DO NOT USE,7/6/2009 0:00,Used Vehicle,Cash,"$12,486.00 "
62639,4A3AL25F78E039894,99371,"$17,391.00 ",2008,MITSUBISHI,ECLIPSE,0,CONVERSION - DO NOT USE,7/10/2009 0:00,Used Vehicle,Cash,"$17,391.00 "
63129,1GCEK19T82E259697,34048A,"$13,344.00 ",2002,CHEVROLET TRUCK,SILVERADO 1500,0,CONVERSION - DO NOT USE,7/10/2009 0:00,Used Vehicle,Cash,"$13,344.00 "
61853,5GZCZ63B53S802800,35096A,"$8,900.35 ",2003,SATURN,VUE,0,CONVERSION - DO NOT USE,7/11/2009 0:00,Used Vehicle,Cash,"$8,900.35 "
61704,KNDJT2A27A7066187,K25030,"$19,545.00 ",2010,KIA,SOUL,0,CONVERSION - DO NOT USE,7/11/2009 0:00,New Vehicle,Finance,"$19,545.00 "
53126,JA3AH86C76U061861,99348B,"$24,000.00 ",2006,MITSUBISHI,LANCER,0,CONVERSION - DO NOT USE,7/13/2009 0:00,Used Vehicle,Cash,"$24,000.00 "
62025,1J8FF57W77D105243,20133B,"$14,236.00 ",2007,JEEP,COMPASS,0,CONVERSION - DO NOT USE,7/14/2009 0:00,Used Vehicle,Finance,"$14,236.00 "
62702,WAUED64BXYN060016,20406B,"$7,283.94 ",2000,AUDI,A6,0,CONVERSION - DO NOT USE,7/17/2009 0:00,Used Vehicle,Cash,"$7,283.94 "
62082,1FAFP42R43F390312,20142A,"$14,413.00 ",2003,FORD,MUSTANG,0,CONVERSION - DO NOT USE,7/17/2009 0:00,Used Vehicle,Finance,"$14,413.00 "
62650,2FMZA52441BA66421,35037C,"$4,307.35 ",2001,FORD TRUCK,WINDSTAR WAGON,0,CONVERSION - DO NOT USE,7/18/2009 0:00,Used Vehicle,Cash,"$4,307.35 "
62274,1J4GZ58S5WC269510,20259B,"$3,160.00 ",1998,JEEP,GRAND CHEROKEE,0,CONVERSION - DO NOT USE,7/18/2009 0:00,Used Vehicle,Cash,"$3,160.00 "
62069,KNAFU4A2XA5063467,K25022,"$18,090.00 ",2010,KIA,FORTE,0,CONVERSION - DO NOT USE,7/18/2009 0:00,New Vehicle,Finance,"$18,090.00 "
62703,JA4LT21W59Z010397,35093,"$22,593.60 ",2009,MITSUBISHI,OUTLANDER,0,HEARTLAND CREDIT UNION,7/18/2009 0:00,New Vehicle,Finance,"$22,593.60 "
61604,1J4GL58K95W559408,20151A,"$11,250.00 ",2005,JEEP,LIBERTY,0,PREMIER BANK OF JACKSONVILLE,7/20/2009 0:00,Used Vehicle,Finance,"$11,250.00 "
62056,1GNDX03E73D207347,19687B,"$4,965.35 ",2003,CHEVROLET TRUCK,VENTURE,0,CONVERSION - DO NOT USE,9/25/2009 0:00,Used Vehicle,Cash,"$4,965.35 "
60625,1FMYU02153KA41919,20366B,"$6,979.00 ",2003,FORD TRUCK,ESCAPE,0,CONVERSION - DO NOT USE,9/26/2009 0:00,Used Vehicle,Cash,"$6,979.00 "
62668,4A3AC44G53E008738,99370A,"$5,781.00 ",2003,MITSUBISHI,ECLIPSE,0,CONVERSION - DO NOT USE,9/26/2009 0:00,Used Vehicle,Cash,"$5,781.00 "
62058,1D7KS28D67J543191,20438B,"$23,560.00 ",2007,DODGE TRUCK,RAM 2500,0,CONVERSION - DO NOT USE,9/26/2009 0:00,Used Vehicle,Cash,"$23,560.00 "
62684,1B3LC46K78N266555,99437,"$9,991.00 ",2008,DODGE,AVENGER,0,CEFCU,9/28/2009 0:00,Used Vehicle,Finance,"$9,991.00 "
62684,5TEWN72N74Z450196,20478A,"$16,850.00 ",2004,TOYOTA TRUCK,TACOMA,0,HEARTLAND CREDIT UNION,9/29/2009 0:00,Used Vehicle,Finance,"$16,850.00 "
62613,1FTNX21P63EB99572,20328A,"$16,340.00 ",2003,FORD TRUCK,SUPER DUTY F250,109244,PREMIER BANK OF JACKSONVILLE,9/29/2009 0:00,Used Vehicle,Finance,"$16,340.00 "
62629,1FMYU03195KA02297,34044A,"$7,809.00 ",2005,FORD TRUCK,ESCAPE,0,CEFCU,9/30/2009 0:00,Used Vehicle,Finance,"$7,809.00 "
62522,1D4PU5GK9AW103295,21053,"$27,930.00 ",2010,DODGE TRUCK,NITRO,0,CONVERSION - DO NOT USE,9/30/2009 0:00,New Vehicle,Cash,"$27,930.00 "
62675,1D7HU18N35S231960,20442A,"$17,428.00 ",2005,DODGE TRUCK,RAM 1500,99885,CONVERSION - DO NOT USE,9/30/2009 0:00,Used Vehicle,Finance,"$17,428.00 "
62536,1GCEC14X85Z124109,20483A,"$10,771.00 ",2005,CHEVROLET,SILVERADO,0,CONVERSION - DO NOT USE,9/30/2009 0:00,Used Vehicle,Cash,"$10,771.00 "
62707,1FMFK16579LA08004,99452,"$33,406.00 ",2009,FORD TRUCK,EXPEDITION EL,100000,CEFCU,9/30/2009 0:00,Used Vehicle,Finance,"$33,406.00 "
12428,2D4GP44L06R820103,21009A,"$13,533.00 ",2006,DODGE,GRAND CARAVAN,0,CONVERSION - DO NOT USE,9/30/2009 0:00,Used Vehicle,Finance,"$13,533.00 "
41017,JM3LW28J140529331,20474A,"$9,621.00 ",2004,MAZDA,MPV,0,CONVERSION - DO NOT USE,10/2/2009 0:00,Used Vehicle,Finance,"$9,621.00 "
64506,1GTHK23UX3F100650,20360B,"$15,500.00 ",2003,GMC,SIERRA 2500HD,0,CONVERSION - DO NOT USE,10/5/2009 0:00,Used Vehicle,Cash,"$15,500.00 "
62075,1J8GR48K97C540529,99362,"$16,709.00 ",2007,JEEP,GRAND CHEROKEE,100000,US BANK NA,10/5/2009 0:00,Used Vehicle,Finance,"$16,709.00 "
62069,KM8JM12B85U111873,99358A,"$7,914.00 ",2005,HYUNDAI,TUCSON,0,CONVERSION - DO NOT USE,10/5/2009 0:00,Used Vehicle,Cash,"$7,914.00 "
62629,1GCEK19Z27Z120802,20476A,"$18,148.00 ",2007,CHEVROLET TRUCK,SILVERADO 1500,0,JP MORGAN CHASE BANK NA,10/6/2009 0:00,Used Vehicle,Finance,"$18,148.00 "
62702,4C3AU42N6WE111367,K29461B,"$4,999.00 ",1998,CHRYSLER,SEBRING,104107,HEARTLAND CREDIT UNION,10/7/2009 0:00,Used Vehicle,Finance,"$4,999.00 "
62561,JM1CR293360112778,99554,"$13,188.00 ",2006,MAZDA,MAZDA5,0,HEARTLAND CREDIT UNION,1/23/2010 0:00,Used Vehicle,Finance,"$13,188.00 "
62704,4A3AK24FX8E040204,99500,"$11,970.00 ",2008,MITSUBISHI,ECLIPSE,0,CONVERSION - DO NOT USE,1/25/2010 0:00,Used Vehicle,Cash,"$11,970.00 "
62707,4A3AB36F79E012106,99419,"$12,156.00 ",2009,MITSUBISHI,GALANT,84987,PREMIER BANK OF JACKSONVILLE,1/26/2010 0:00,Used Vehicle,Finance,"$12,156.00 "
62672,4S3BG6852T7983959,43046B,$450.00 ,1996,SUBARU,LEGACY WAGON,0,CONVERSION - DO NOT USE,1/27/2010 0:00,Used Vehicle,Cash,$450.00 
62703,1G8ZS57N58F256461,99443,"$12,421.00 ",2008,SATURN,AURA,84115,CONVERSION - DO NOT USE,1/28/2010 0:00,Used Vehicle,Cash,"$12,421.00 "
62401,1B7GL22N71S236886,K25500A,"$5,975.00 ",2001,DODGE TRUCK,DAKOTA,0,CONVERSION - DO NOT USE,1/29/2010 0:00,Used Vehicle,Cash,"$5,975.00 "
62668,2C3KA53G66H285839,43051B,"$13,988.00 ",2006,CHRYSLER,300,93899,HEARTLAND CREDIT UNION,1/29/2010 0:00,Used Vehicle,Finance,"$13,988.00 "
62703,1G2ZH57N194172059,99545,"$11,987.00 ",2009,PONTIAC,G6,0,HEARTLAND CREDIT UNION,1/29/2010 0:00,Used Vehicle,Finance,"$11,987.00 "
62712,1B3LC46K78N251375,99550,"$9,792.62 ",2008,DODGE,AVENGER,0,HEARTLAND CREDIT UNION,1/30/2010 0:00,Used Vehicle,Cash,"$9,792.62 "
62561,2G1WC58R179389385,21112A,"$12,687.00 ",2007,CHEVROLET,IMPALA,70733,CONVERSION - DO NOT USE,1/30/2010 0:00,Used Vehicle,Cash,"$12,687.00 "
62366,1G2HX52K534101594,43072A,"$6,100.00 ",2003,PONTIAC,BONNEVILLE,0,CONVERSION - DO NOT USE,1/30/2010 0:00,Used Vehicle,Cash,"$6,100.00 "
61671,KNDMB233596277590,99394,"$16,400.00 ",2009,KIA,SEDONA,0,CONVERSION - DO NOT USE,1/30/2010 0:00,Used Vehicle,Cash,"$16,400.00 "
62702,1B3EL46XX6N279298,99508A,"$7,977.00 ",2006,DODGE,STRATUS,81316,CEFCU,2/1/2010 0:00,Used Vehicle,Finance,"$7,977.00 "
62704,3VWJM71K48M048334,99440,"$12,474.00 ",2008,VOLKSWAGEN,JETTA SEDAN,84202,PREMIER BANK OF JACKSONVILLE,2/1/2010 0:00,Used Vehicle,Finance,"$12,474.00 "
62704,1B8GP45352B676290,21015AA,"$4,301.62 ",2002,DODGE,CARAVAN,0,CONVERSION - DO NOT USE,2/2/2010 0:00,Used Vehicle,Cash,"$4,301.62 "
62801,KNAFE121165264098,43094B,"$7,986.00 ",2006,KIA,SPECTRA,0,CONVERSION - DO NOT USE,4/19/2010 0:00,Used Vehicle,Cash,"$7,986.00 "
62702,3D4PG5FVXAT105176,21142,"$27,010.00 ",2010,DODGE TRUCK,JOURNEY,0,JP MORGAN CHASE BANK NA,4/20/2010 0:00,New Vehicle,Finance,"$27,010.00 "
62704,2G1WT58K269215357,21086B,"$9,959.00 ",2006,CHEVROLET,IMPALA,0,CONVERSION - DO NOT USE,4/21/2010 0:00,Used Vehicle,Cash,"$9,959.00 "
62536,1D4PU2GK5AW143131,21172,"$24,575.00 ",2010,DODGE TRUCK,NITRO,85000,AMERICREDIT FINANCIAL SERVICES INC,4/23/2010 0:00,New Vehicle,Finance,"$24,575.00 "
61832,5XYKTCA15BG043349,K25553,"$25,240.00 ",2011,KIA,SORENTO,0,CONVERSION - DO NOT USE,4/24/2010 0:00,New Vehicle,Finance,"$25,240.00 "
62711,KNAFU4A29A5141012,K25070,"$19,885.00 ",2010,KIA,FORTE,0,CONVERSION - DO NOT USE,4/24/2010 0:00,New Vehicle,Cash,"$19,885.00 "
62677,KNDJE723897629550,K24152,"$24,235.00 ",2009,KIA,SPORTAGE,0,CONVERSION - DO NOT USE,4/24/2010 0:00,New Vehicle,Cash,"$24,235.00 "
62711,3GNEK12T74G260921,21203A,"$16,769.00 ",2004,CHEVROLET TRUCK,AVALANCHE,0,HEARTLAND CREDIT UNION,4/24/2010 0:00,Used Vehicle,Finance,"$16,769.00 "
63025,4S4BP66C097326101,43044A,"$24,537.00 ",2009,SUBARU,OUTBACK WAGON,0,CONVERSION - DO NOT USE,4/26/2010 0:00,New Vehicle,Cash,"$24,537.00 "
61568,1B3ES56C94D603432,43106A,"$6,037.62 ",2004,DODGE,NEON,0,CONVERSION - DO NOT USE,4/26/2010 0:00,Used Vehicle,Cash,"$6,037.62 "
61761,KNADE123286355211,99557,"$8,969.00 ",2008,KIA,RIO,0,PREMIER BANK OF JACKSONVILLE,4/26/2010 0:00,Used Vehicle,Finance,"$8,969.00 "
62378,3D4PG5FV2AT176422,21176,"$25,300.00 ",2010,DODGE TRUCK,JOURNEY,100000,US BANK NA,4/26/2010 0:00,New Vehicle,Finance,"$25,300.00 "
62703,1G1AK12F757579405,K25544A,"$6,500.00 ",2005,CHEVROLET,COBALT,0,CONVERSION - DO NOT USE,4/26/2010 0:00,Used Vehicle,Cash,"$6,500.00 "
62629,1D4PU2GK7AW146189,21219,"$25,200.00 ",2010,DODGE TRUCK,NITRO,0,GM FINANCIAL,4/26/2010 0:00,New Vehicle,Finance,"$25,200.00 "
62093,4A3AK34T39E016369,35033,"$29,683.00 ",2009,MITSUBISHI,ECLIPSE,100000,CONVERSION - DO NOT USE,4/27/2010 0:00,New Vehicle,Finance,"$29,683.00 "
62703,KNDJT2A22A7124044,K25128,"$17,576.00 ",2010,KIA,SOUL,0,CEFCU,4/27/2010 0:00,New Vehicle,Finance,"$17,576.00 "
62234,1A4GJ45R37B150204,K27036A,"$9,500.00 ",2007,CHRYSLER,TOWN & CTRY LWB,0,CONVERSION - DO NOT USE,9/13/2011 0:00,Used Vehicle,Cash,"$9,500.00 "
80304,JF2SHBCC0BG768348,43701,"$23,211.00 ",2011,SUBARU,FORESTER,0,CONVERSION - DO NOT USE,9/13/2011 0:00,New Vehicle,Cash,"$23,211.00 "
61548,1D7HU16D74J247027,K27084A,"$12,000.00 ",2004,DODGE TRUCK,RAM 1500,0,CONVERSION - DO NOT USE,9/15/2011 0:00,Used Vehicle,Cash,"$12,000.00 "
62656,1FMCU0D73AKB92850,22174A,"$18,000.00 ",2010,FORD TRUCK,ESCAPE,0,CONVERSION - DO NOT USE,9/17/2011 0:00,Used Vehicle,Cash,"$18,000.00 "
63109,1FTCR14A6VPA80432,43696C,"$4,828.92 ",1997,FORD TRUCK,RANGER,0,CONVERSION - DO NOT USE,9/17/2011 0:00,Used Vehicle,Cash,"$4,828.92 "
62704,2FMDK49C18BA25981,23012A,"$24,000.00 ",2008,FORD TRUCK,EDGE,107933,CONVERSION - DO NOT USE,9/17/2011 0:00,Used Vehicle,Finance,"$24,000.00 "
62694,KMHCN4ACXBU542907,99784,"$13,500.00 ",2011,HYUNDAI,ACCENT,100000,JP MORGAN CHASE BANK NA,9/17/2011 0:00,Used Vehicle,Finance,"$13,500.00 "
62666,1D4GP45R15B414766,22516A,"$5,664.92 ",2005,DODGE,CARAVAN,0,CONVERSION - DO NOT USE,9/17/2011 0:00,Used Vehicle,Cash,"$5,664.92 "
62627,2D4GP44L66R807663,23028A,"$9,000.00 ",2006,DODGE,GRAND CARAVAN,0,PREMIER BANK OF JACKSONVILLE,9/19/2011 0:00,Used Vehicle,Finance,"$9,000.00 "
60618,1G8AV14F74Z165632,21491A,"$2,461.62 ",2004,SATURN,ION,0,CONVERSION - DO NOT USE,8/10/2010 0:00,Used Vehicle,Cash,"$2,461.62 "
62049,3D4PG9FV7AT227355,21480,"$32,195.00 ",2010,DODGE TRUCK,JOURNEY,0,GM FINANCIAL,8/10/2010 0:00,New Vehicle,Finance,"$32,195.00 "
63123,JTEZU11F970005336,21003A,"$16,911.00 ",2007,TOYOTA TRUCK,FJ CRUISER,0,CONVERSION - DO NOT USE,8/11/2010 0:00,Used Vehicle,Finance,"$16,911.00 "
0,1B3HB48B78D559903,K25579A,"$11,696.00 ",2008,DODGE,CALIBER,0,CONVERSION - DO NOT USE,8/11/2010 0:00,Used Vehicle,Cash,"$11,696.00 "
0,1J4GW48S14C288653,21364BB,"$8,543.00 ",2004,JEEP,GRAND CHEROKEE,0,CONVERSION - DO NOT USE,8/11/2010 0:00,Used Vehicle,Cash,"$8,543.00 "
61257,3D7KS28D18G226051,21388A,"$22,788.00 ",2008,DODGE TRUCK,RAM 2500,0,CONVERSION - DO NOT USE,8/11/2010 0:00,Used Vehicle,Cash,"$22,788.00 "
62684,1B3CC4FBXAN107602,99630,"$14,468.00 ",2010,DODGE,AVENGER,75000,HEARTLAND CREDIT UNION,8/11/2010 0:00,Used Vehicle,Finance,"$14,468.00 "
62703,1J4GL38K72W332279,21364C,"$8,068.62 ",2002,JEEP,LIBERTY,99575,CEFCU,8/12/2010 0:00,Used Vehicle,Finance,"$8,068.62 "
62644,1FTPW14596FA47090,21418A,"$21,667.00 ",2006,FORD TRUCK,F-150,68280,JP MORGAN CHASE BANK NA,8/12/2010 0:00,Used Vehicle,Finance,"$21,667.00 "
62626,3D6WF4EL9BG501125,22014,"$32,951.62 ",2011,DODGE TRUCK,RAM 3500,0,CONVERSION - DO NOT USE,8/12/2010 0:00,New Vehicle,Cash,"$32,951.62 "
62568,1B7HU18N32J104928,21338A,"$10,273.62 ",2002,DODGE TRUCK,RAM 1500,0,CONVERSION - DO NOT USE,8/13/2010 0:00,Used Vehicle,Cash,"$10,273.62 "
62062,1FMZU74W42ZC58907,K25598A,"$8,250.00 ",2002,FORD TRUCK,EXPLORER,0,CONVERSION - DO NOT USE,8/13/2010 0:00,Used Vehicle,Cash,"$8,250.00 "
62650,3N1AB61E37L601432,K25152A,"$9,520.62 ",2007,NISSAN,SENTRA,0,JP MORGAN CHASE BANK NA,8/14/2010 0:00,Used Vehicle,Finance,"$9,520.62 "
61232,2GCEC13T651166737,21372A,"$16,481.00 ",2005,CHEVROLET TRUCK,SILVERADO 1500,0,CONVERSION - DO NOT USE,8/14/2010 0:00,Used Vehicle,Cash,"$16,481.00 "
62629,3D7KS19D06G183103,21496A,"$22,245.00 ",2006,DODGE TRUCK,RAM 1500,93672,CONVERSION - DO NOT USE,8/14/2010 0:00,Used Vehicle,Finance,"$22,245.00 "
62563,2G1WA5EK0A1102041,99599,"$13,849.62 ",2010,CHEVROLET,IMPALA,0,HEARTLAND CREDIT UNION,8/14/2010 0:00,Used Vehicle,Finance,"$13,849.62 "
62378,1D3HV18P79S784441,99655,"$22,792.00 ",2009,DODGE TRUCK,RAM 1500,0,CONVERSION - DO NOT USE,8/14/2010 0:00,Used Vehicle,Finance,"$22,792.00 "
62056,2G2WP522251324472,21395B,"$8,500.00 ",2005,PONTIAC,GRAND PRIX,0,CONVERSION - DO NOT USE,8/16/2010 0:00,Used Vehicle,Finance,"$8,500.00 "
62650,5XYKT4A10BG078211,K25608,"$24,267.00 ",2011,KIA,SORENTO,100000,PREMIER BANK OF JACKSONVILLE,8/16/2010 0:00,New Vehicle,Finance,"$24,267.00 "
62568,3D7KS19D56G226852,99639,"$20,200.00 ",2006,DODGE TRUCK,RAM 1500,0,US BANK NA,8/16/2010 0:00,Used Vehicle,Finance,"$20,200.00 "
62707,1GKDT13S822108583,21456A,"$9,900.00 ",2002,GMC,ENVOY,0,CONVERSION - DO NOT USE,8/16/2010 0:00,Used Vehicle,Cash,"$9,900.00 "
62690,KNDJD733945194723,K25163A,"$7,914.00 ",2004,KIA,SORENTO,125882,PREMIER BANK OF JACKSONVILLE,8/17/2010 0:00,Used Vehicle,Finance,"$7,914.00 "
62539-3632,1D7HA16K32J261544,99636A,"$7,600.00 ",2002,DODGE TRUCK,RAM 1500,0,PREMIER BANK OF JACKSONVILLE,8/18/2010 0:00,Used Vehicle,Finance,"$7,600.00 "
62677,2G1WT58K679129602,21458A,"$11,967.00 ",2007,CHEVROLET,IMPALA,0,CONVERSION - DO NOT USE,8/18/2010 0:00,Used Vehicle,Cash,"$11,967.00 "
62688,3D4GH57V09T572730,99621,"$19,783.00 ",2009,DODGE,JOURNEY,0,CAPITAL ONE AUTO FINANCE,8/18/2010 0:00,Used Vehicle,Finance,"$19,783.00 "
62704,1G2ZA5E04A4104841,99576,"$13,987.00 ",2010,PONTIAC,G6,0,HEARTLAND CREDIT UNION,8/18/2010 0:00,Used Vehicle,Finance,"$13,987.00 "
62712-4203,1D7HA16K96J232040,21434A,"$13,899.00 ",2006,DODGE TRUCK,RAM P/U 1500,0,CAPITAL ONE AUTO FINANCE,8/18/2010 0:00,Used Vehicle,Finance,"$13,899.00 "
62626,5NPEU46FX7H225407,K25621A,"$12,919.00 ",2007,HYUNDAI,SONATA,0,CONVERSION - DO NOT USE,10/28/2010 0:00,Used Vehicle,Cash,"$12,919.00 "
62704,5XYKU4A17BG103635,K25731,"$26,546.00 ",2011,KIA,SORENTO,100000,US BANK NA,10/28/2010 0:00,New Vehicle,Finance,"$26,546.00 "
62675,5GRGN22U15H112552,21267B,"$28,070.00 ",2005,HUMMER,H2,0,US BANK NA,10/29/2010 0:00,Used Vehicle,Finance,"$28,070.00 "
67040-1,19UUA66285A019148,21512A,"$7,430.62 ",2005,ACURA,TL,0,CONVERSION - DO NOT USE,10/29/2010 0:00,Used Vehicle,Cash,"$7,430.62 "
62640,5TEHN72N21Z847870,43500A,"$10,902.00 ",2001,TOYOTA TRUCK,TACOMA,0,PREMIER BANK OF JACKSONVILLE,10/29/2010 0:00,Used Vehicle,Finance,"$10,902.00 "
62832,JM1BK323451327997,K25172A,"$6,000.00 ",2005,MAZDA,MAZDA3,0,CONVERSION - DO NOT USE,10/29/2010 0:00,Used Vehicle,Cash,"$6,000.00 "
62703,KMHDU46D18U517914,21472A,"$11,500.00 ",2008,HYUNDAI,ELANTRA,0,CEFCU,10/30/2010 0:00,Used Vehicle,Finance,"$11,500.00 "
62703,1B7HF16Z1YS605819,21418B,"$4,500.00 ",2000,DODGE TRUCK,RAM 1500,0,CONVERSION - DO NOT USE,10/30/2010 0:00,Used Vehicle,Cash,"$4,500.00 "
62563,5LMFU28R13LJ21483,K25631A,"$11,500.00 ",2003,LINCOLN TRUCK,NAVIGATOR,0,CONVERSION - DO NOT USE,10/30/2010 0:00,Used Vehicle,Cash,"$11,500.00 "
37719,1FTRW08L62KA99533,99664A,"$16,400.00 ",2002,FORD TRUCK,F-150,0,CONVERSION - DO NOT USE,10/30/2010 0:00,Used Vehicle,Cash,"$16,400.00 "
62568,JA32U2FU0AU016470,36023,"$18,932.61 ",2010,MITSUBISHI,LANCER,0,CONVERSION - DO NOT USE,10/30/2010 0:00,New Vehicle,Cash,"$18,932.61 "
62563,3D7MU48C94G136761,21366B,"$13,000.00 ",2004,DODGE TRUCK,RAM 3500,0,CEFCU,11/1/2010 0:00,Used Vehicle,Finance,"$13,000.00 "
62521,1FALP45T2SF167081,K25633B,"$5,433.00 ",1995,FORD,MUSTANG,0,CONVERSION - DO NOT USE,11/2/2010 0:00,Used Vehicle,Cash,"$5,433.00 "
62703,1FTEF15N6RNA73713,21363B,"$1,999.00 ",1994,FORD TRUCK,F-150,0,CONVERSION - DO NOT USE,11/2/2010 0:00,Used Vehicle,Cash,"$1,999.00 "
62684,1D3HV18P69S803478,99689,"$21,737.00 ",2009,DODGE TRUCK,RAM 1500,0,CONVERSION - DO NOT USE,11/2/2010 0:00,Used Vehicle,Finance,"$21,737.00 "
62361,2D4RN3D14AR440231,21561,"$26,790.00 ",2010,DODGE TRUCK,GRAND CARAVAN,0,GM FINANCIAL,11/2/2010 0:00,New Vehicle,Finance,"$26,790.00 "
0,JF2SH6CCXAG916785,43168,"$24,203.00 ",2010,SUBARU,FORESTER,60000,CONVERSION - DO NOT USE,11/2/2010 0:00,New Vehicle,Finance,"$24,203.00 "
61701,1G6KD54Y64U195470,K25613BB,"$9,421.00 ",2004,CADILLAC,DEVILLE,0,CEFCU,1/11/2011 0:00,Used Vehicle,Finance,"$9,421.00 "
62707,JHMFA36298S008761,43565AA,"$13,926.00 ",2008,HONDA,CIVIC HYBRID,0,HEARTLAND CREDIT UNION,1/11/2011 0:00,Used Vehicle,Finance,"$13,926.00 "
62298,1FTNX21F61EA95085,K25677B,"$10,348.00 ",2001,FORD TRUCK,SUPER DUTY F250,0,CONVERSION - DO NOT USE,1/12/2011 0:00,Used Vehicle,Cash,"$10,348.00 "
62471,2B3KA53H46H283948,21245A,"$15,944.00 ",2006,DODGE,CHARGER,0,CONVERSION - DO NOT USE,1/13/2011 0:00,Used Vehicle,Finance,"$15,944.00 "
0,JF1SG69654H749551,43571A,"$9,500.00 ",2004,SUBARU,FORESTER (NATL),0,CONVERSION - DO NOT USE,1/13/2011 0:00,Used Vehicle,Cash,"$9,500.00 "
62816,2GCEK13M971647404,22108A,"$22,907.00 ",2007,CHEVROLET TRUCK,SILVERADO 1500,0,CONVERSION - DO NOT USE,1/13/2011 0:00,Used Vehicle,Finance,"$22,907.00 "
62401,JTDBL40E89J023021,43508B,"$10,718.00 ",2009,TOYOTA,COROLLA,98084,PREMIER BANK OF JACKSONVILLE,1/15/2011 0:00,Used Vehicle,Finance,"$10,718.00 "
62712,3D4PG5FV7AT278041,21595,"$22,058.92 ",2010,DODGE TRUCK,JOURNEY,0,CONVERSION - DO NOT USE,1/15/2011 0:00,New Vehicle,Cash,"$22,058.92 "
62691,JN8AS58V88W113705,K25636A,"$16,992.00 ",2008,NISSAN TRUCK,ROGUE,0,CONVERSION - DO NOT USE,1/15/2011 0:00,Used Vehicle,Cash,"$16,992.00 "
