,MSRP,Year,Make,Model,Purchase Date,Sales Type,Purchase Type,Sale Price,Warranty Miles,Zipcode,Model Type
0,"$18,315.00 ",2014,KIA,FORTE,11/16/2013 0:00,Used Vehicle,Finance,"$17,200.00 ",1,62702,COMPACT SEDAN
1,"$22,339.00 ",2017,DODGE,JOURNEY (2.4L),3/11/2017 0:00,New Vehicle,Cash,"$22,025.00 ",1,62704,SUV
2,"$23,500.00 ",2012,SUBARU,LEGACY 2.5I,5/19/2012 0:00,Used Vehicle,Cash,"$23,500.00 ",1,62711,MID-SIZE SEDAN
3,"$24,680.00 ",2017,DODGE,JOURNEY,4/14/2017 0:00,New Vehicle,Finance,"$24,680.00 ",0,62563,SUV
4,"$18,994.00 ",2013,KIA,SORENTO,5/16/2015 0:00,Used Vehicle,Finance,"$18,994.00 ",0,62668,SUV
5,"$49,364.00 ",2016,RAM,RAM 1500,11/19/2016 0:00,New Vehicle,Finance,"$45,407.00 ",0,62704,TRUCK
6,"$15,000.00 ",2007,DODGE,GRAND CARAVAN,6/28/2010 0:00,Used Vehicle,Cash,"$15,000.00 ",0,62558,VAN
7,"$34,420.00 ",2015,SUBARU,OUTBACK,11/24/2014 0:00,Used Vehicle,Cash,"$34,420.00 ",0,62704,SUV
8,"$38,870.00 ",2018,SUBARU,OUTBACK,3/10/2018 0:00,Used Vehicle,Finance,"$36,000.00 ",0,61925,SUV
9,"$26,729.00 ",2019,DODGE,JOURNEY,7/20/2019 0:00,New Vehicle,Finance,"$26,729.00 ",1,62703,SUV
10,"$36,834.00 ",2019,KIA,SORENTO,7/19/2018 0:00,New Vehicle,Finance,"$36,834.00 ",1,62675,SUV
11,"$22,241.00 ",2012,SUBARU,IMPREZA WAGON,12/17/2011 0:00,New Vehicle,Finance,"$22,241.00 ",0,62663,COMPACT SEDAN
12,"$25,406.00 ",2016,SUBARU,CROSSTREK,3/14/2016 0:00,Used Vehicle,Finance,"$25,406.00 ",0,62704,COMPACT SUV
13,"$29,643.00 ",2014,SUBARU,OUTBACK 2.5I,8/14/2013 0:00,Used Vehicle,Finance,"$29,643.00 ",0,62704,SUV
14,"$36,531.00 ",2018,SUBARU,OUTBACK,8/29/2017 0:00,New Vehicle,Cash,"$33,500.00 ",0,62704,SUV
15,"$37,486.00 ",2019,SUBARU,ASCENT,6/27/2019 0:00,New Vehicle,Finance,"$34,715.00 ",1,62712,SUV
16,"$32,490.00 ",2014,RAM,RAM 1500,3/31/2014 0:00,New Vehicle,Finance,"$32,490.00 ",0,62703,TRUCK
17,"$22,410.00 ",2011,KIA,OPTIMA,11/1/2011 0:00,New Vehicle,Finance,"$22,410.00 ",0,62626,MID-SIZE SEDAN
18,"$33,535.00 ",2015,KIA,SEDONA,6/26/2015 0:00,Used Vehicle,Finance,"$33,535.00 ",0,62568,VAN
19,"$59,720.00 ",2018,RAM,2500,11/21/2017 0:00,New Vehicle,Finance,"$59,720.00 ",1,62702,TRUCK
20,"$29,785.00 ",2017,DODGE,GRAND CARAVAN,4/24/2017 0:00,New Vehicle,Finance,"$29,240.00 ",1,62703,VAN
21,"$18,834.00 ",2017,KIA,FORTE,3/25/2017 0:00,Used Vehicle,Finance,"$18,834.00 ",1,62707,COMPACT SEDAN
22,"$18,989.00 ",2017,KIA,SOUL,8/31/2017 0:00,Used Vehicle,Finance,"$18,989.00 ",1,62703,COMPACT SUV
23,"$23,025.00 ",2016,KIA,SORENTO,3/21/2017 0:00,Used Vehicle,Finance,"$23,299.00 ",1,62075,SUV
24,"$46,990.00 ",2015,RAM,2500 (6.4L),4/25/2017 0:00,Used Vehicle,Cash,"$46,990.00 ",1,62677,TRUCK
25,"$29,118.00 ",2018,SUBARU,LEGACY,5/25/2018 0:00,Used Vehicle,Finance,"$26,456.00 ",1,62033,MID-SIZE SEDAN
26,"$27,016.00 ",2015,SUBARU,FORESTER,8/27/2014 0:00,New Vehicle,Finance,"$27,016.00 ",0,62650,COMPACT SUV
27,"$38,585.00 ",2019,KIA,SORENTO,7/31/2018 0:00,New Vehicle,Cash,"$36,500.00 ",0,62712,SUV
28,"$30,851.00 ",2019,SUBARU,FORESTER,5/29/2019 0:00,New Vehicle,Finance,"$29,509.00 ",0,62546,COMPACT SUV
29,"$29,990.00 ",2017,OTHER,PACIFICA,7/17/2017 0:00,Used Vehicle,Finance,"$27,820.00 ",0,62704,VAN
30,"$39,990.00 ",2014,RAM,2500,7/7/2018 0:00,Used Vehicle,Finance,"$39,990.00 ",0,62691,TRUCK
31,"$41,162.00 ",2015,RAM,1500,9/22/2015 0:00,Used Vehicle,Finance,"$41,162.00 ",0,62711,TRUCK
32,"$29,480.00 ",2014,DODGE,GRAND CARAVAN (3.6L),8/25/2014 0:00,New Vehicle,Finance,"$29,480.00 ",0,62692,VAN
33,"$53,175.00 ",2015,RAM,RAM 1500,4/24/2015 0:00,New Vehicle,Finance,"$53,175.00 ",1,62615,TRUCK
34,"$36,200.00 ",2013,RAM,1500,4/19/2013 0:00,Used Vehicle,Finance,"$36,200.00 ",1,62702,TRUCK
35,"$14,990.00 ",2013,SUBARU,IMPREZA,5/24/2019 0:00,Used Vehicle,Finance,"$13,300.00 ",1,62704,COMPACT SEDAN
36,"$30,749.00 ",2016,SUBARU,OUTBACK,6/18/2016 0:00,Used Vehicle,Cash,"$29,631.00 ",0,62650,SUV
37,"$30,714.00 ",2014,DODGE,CHARGER,1/31/2015 0:00,New Vehicle,Finance,"$30,714.00 ",0,62702,MID-SIZE SEDAN
38,"$25,565.00 ",2014,KIA,SORENTO,2/21/2014 0:00,New Vehicle,Finance,"$25,565.00 ",0,62568,SUV
39,"$18,041.00 ",2014,OTHER,BEETLE COUPE,10/2/2014 0:00,Used Vehicle,Finance,"$18,041.00 ",1,62670,COMPACT SEDAN
40,"$20,630.00 ",2015,KIA,SOUL,7/29/2015 0:00,Used Vehicle,Finance,"$20,630.00 ",0,62650,COMPACT SUV
41,"$25,053.00 ",2014,SUBARU,OUTBACK WAGON,7/7/2014 0:00,New Vehicle,Finance,"$25,053.00 ",0,62704,SUV
42,"$23,990.00 ",2017,KIA,SEDONA,6/16/2018 0:00,Used Vehicle,Finance,"$22,980.00 ",0,62521,VAN
43,"$35,098.00 ",2015,KIA,SEDONA,9/19/2015 0:00,Used Vehicle,Finance,"$35,098.00 ",0,62711,VAN
44,"$26,530.00 ",2012,SUBARU,FORESTER,8/4/2012 0:00,New Vehicle,Cash,"$26,530.00 ",0,62650,COMPACT SUV
45,"$19,040.00 ",2016,KIA,FORTE,12/10/2016 0:00,Used Vehicle,Finance,"$17,955.00 ",1,62703,COMPACT SEDAN
46,"$29,045.00 ",2016,SUBARU,FORESTER,6/30/2016 0:00,Used Vehicle,Finance,"$26,926.00 ",0,62629,COMPACT SUV
47,"$11,990.00 ",2012,SUBARU,IMPREZA,11/10/2018 0:00,Used Vehicle,Cash,"$10,899.00 ",1,62704,COMPACT SEDAN
48,"$14,773.00 ",2014,OTHER,COMPASS (2.4L),5/26/2016 0:00,Used Vehicle,Finance,"$14,773.00 ",0,62703,COMPACT SUV
49,"$28,857.00 ",2012,SUBARU,OUTBACK 2.5I,5/5/2012 0:00,Used Vehicle,Finance,"$28,857.00 ",0,62650,SUV
50,"$22,079.00 ",2019,KIA,SOUL,10/20/2018 0:00,New Vehicle,Finance,"$20,599.00 ",1,62080,COMPACT SUV
51,"$34,820.00 ",2017,KIA,SORENTO,12/16/2016 0:00,Used Vehicle,Finance,"$33,988.00 ",1,62704,SUV
52,"$32,611.00 ",2017,SUBARU,OUTBACK,7/7/2017 0:00,New Vehicle,Finance,"$30,236.00 ",0,62650,SUV
53,"$18,990.00 ",2014,OTHER,ESCAPE,7/19/2017 0:00,Used Vehicle,Finance,"$16,350.00 ",1,62693,COMPACT SUV
54,"$27,379.00 ",2019,DODGE,JOURNEY,8/31/2019 0:00,New Vehicle,Finance,"$27,379.00 ",1,62629,SUV
55,"$32,800.00 ",2011,KIA,SORENTO,10/30/2010 0:00,Used Vehicle,Finance,"$32,800.00 ",0,62703,SUV
56,"$35,882.00 ",2017,SUBARU,OUTBACK,10/8/2016 0:00,Used Vehicle,Finance,"$33,283.00 ",1,62558,SUV
57,"$32,195.00 ",2014,RAM,1500,5/6/2014 0:00,Used Vehicle,Finance,"$32,195.00 ",0,62703,TRUCK
58,"$22,990.00 ",2011,OTHER,F-150,11/26/2019 0:00,Used Vehicle,Finance,"$21,500.00 ",1,62556,TRUCK
59,"$18,990.00 ",2015,DODGE,CHALLENGER,6/15/2019 0:00,Used Vehicle,Finance,"$17,813.00 ",0,62363,SPORTS CAR
60,"$27,384.00 ",2019,KIA,NIRO,12/7/2018 0:00,New Vehicle,Finance,"$25,684.00 ",1,62704,COMPACT SUV
61,"$31,880.00 ",2018,SUBARU,OUTBACK,8/22/2018 0:00,New Vehicle,Cash,"$30,076.00 ",1,62563,SUV
62,"$46,990.00 ",2016,RAM,1500 (5.7L),2/2/2017 0:00,Used Vehicle,Finance,"$44,000.00 ",1,62707,TRUCK
63,"$26,095.00 ",2019,KIA,OPTIMA,5/1/2019 0:00,New Vehicle,Finance,"$25,049.00 ",1,62702,MID-SIZE SEDAN
64,"$14,858.00 ",2012,DODGE,AVENGER,5/7/2013 0:00,Used Vehicle,Finance,"$14,858.00 ",0,62684,MID-SIZE SEDAN
65,"$14,990.00 ",2005,RAM,RAM P/U 1500,9/3/2008 0:00,Used Vehicle,Cash,"$14,990.00 ",0,62702,TRUCK
66,"$30,485.00 ",2019,SUBARU,CROSSTREK,4/19/2019 0:00,New Vehicle,Finance,"$28,503.00 ",0,62704,COMPACT SUV
67,"$21,990.00 ",2016,DODGE,JOURNEY (2.4L),10/24/2015 0:00,New Vehicle,Finance,"$21,990.00 ",0,62702,SUV
68,"$30,125.00 ",2017,KIA,SPORTAGE,3/8/2017 0:00,New Vehicle,Finance,"$28,855.00 ",1,62702,COMPACT SUV
69,"$15,990.00 ",2017,KIA,FORTE,7/3/2018 0:00,Used Vehicle,Finance,"$11,625.06 ",1,62702,COMPACT SEDAN
70,"$24,990.00 ",2017,SUBARU,FORESTER,12/3/2019 0:00,Used Vehicle,Cash,"$22,788.72 ",0,62642,COMPACT SUV
71,"$25,990.00 ",2019,DODGE,GRAND CARAVAN (3.6L),5/25/2019 0:00,Used Vehicle,Finance,"$23,270.00 ",1,62703,VAN
72,"$24,995.00 ",2017,KIA,NIRO,3/9/2019 0:00,Used Vehicle,Finance,"$18,890.00 ",1,62549,COMPACT SUV
73,"$29,990.00 ",2017,SUBARU,OUTBACK,1/18/2018 0:00,Used Vehicle,Finance,"$25,922.00 ",1,62650,SUV
74,"$35,115.00 ",2016,SUBARU,OUTBACK,2/15/2016 0:00,Used Vehicle,Finance,"$35,115.00 ",0,62704,SUV
75,"$27,335.00 ",2012,DODGE,GRAND CARAVAN (3.6L),5/7/2012 0:00,New Vehicle,Finance,"$27,335.00 ",0,62703,VAN
76,"$26,120.00 ",2019,SUBARU,FORESTER,7/31/2019 0:00,New Vehicle,Finance,"$24,058.00 ",1,62629,COMPACT SUV
77,"$36,612.00 ",2019,SUBARU,OUTBACK,7/25/2019 0:00,New Vehicle,Lease,"$33,960.00 ",0,62711,SUV
78,"$27,000.00 ",2017,SUBARU,FORESTER,9/6/2016 0:00,Used Vehicle,Finance,"$27,000.00 ",0,62522,COMPACT SUV
79,"$25,551.00 ",2017,SUBARU,FORESTER,5/11/2017 0:00,Used Vehicle,Cash,"$24,717.43 ",1,62704,COMPACT SUV
80,"$33,229.00 ",2018,OTHER,RIDGELINE,1/14/2020 0:00,Used Vehicle,Cash,"$33,229.00 ",0,62711,TRUCK
81,"$36,621.00 ",2018,SUBARU,OUTBACK,5/9/2018 0:00,New Vehicle,Cash,"$34,201.17 ",0,62711,SUV
82,"$26,000.00 ",2009,SUBARU,FORESTER 2.5X,6/20/2009 0:00,Used Vehicle,Cash,"$26,000.00 ",0,62712,COMPACT SUV
83,"$26,818.00 ",2018,SUBARU,CROSSTREK,4/9/2018 0:00,Used Vehicle,Finance,"$25,178.00 ",1,62670,COMPACT SUV
84,"$33,990.00 ",2015,OTHER,SIERRA 1500,11/21/2019 0:00,Used Vehicle,Finance,"$29,500.00 ",1,62650,TRUCK
85,"$53,440.00 ",2015,RAM,1500 DIESEL (3.0L),6/27/2015 0:00,New Vehicle,Finance,"$53,440.00 ",0,62675,TRUCK
86,"$30,764.00 ",2016,SUBARU,FORESTER,3/11/2016 0:00,Used Vehicle,Finance,"$30,764.00 ",0,62629,COMPACT SUV
87,"$45,740.00 ",2016,DODGE,DURANGO,10/29/2016 0:00,Used Vehicle,Finance,"$33,217.00 ",1,62711,SUV
88,"$26,915.00 ",2017,KIA,NIRO,4/28/2017 0:00,Used Vehicle,Cash,"$26,010.00 ",0,62711,COMPACT SUV
89,"$16,995.00 ",2012,KIA,SOUL,3/10/2012 0:00,New Vehicle,Finance,"$16,995.00 ",0,62702,COMPACT SUV
90,"$13,990.00 ",2007,OTHER,AVALANCHE,6/15/2019 0:00,Used Vehicle,Finance,"$9,944.00 ",0,62521,TRUCK
91,"$49,838.00 ",2017,RAM,1500 (5.7L),12/19/2017 0:00,New Vehicle,Finance,"$46,835.00 ",0,62702,TRUCK
92,"$25,698.00 ",2019,SUBARU,CROSSTREK,3/11/2019 0:00,New Vehicle,Cash,"$23,869.85 ",0,62704,COMPACT SUV
93,"$21,208.00 ",2011,SUBARU,OUTBACK 2.5I,2/27/2013 0:00,Used Vehicle,Cash,"$21,208.00 ",0,62688,SUV
94,"$30,959.00 ",2012,RAM,RAM 1500,2/7/2013 0:00,New Vehicle,Finance,"$30,959.00 ",0,62702,TRUCK
95,"$36,481.00 ",2017,SUBARU,OUTBACK,8/20/2016 0:00,Used Vehicle,Finance,"$34,631.00 ",0,62629,SUV
96,"$36,522.00 ",2018,SUBARU,OUTBACK,3/31/2018 0:00,New Vehicle,Finance,"$33,999.00 ",1,60441,SUV
97,"$20,990.00 ",2016,OTHER,PATRIOT (2.0L),8/11/2018 0:00,Used Vehicle,Cash,"$19,018.00 ",0,62688,COMPACT SUV
98,"$31,020.00 ",2017,SUBARU,FORESTER,1/28/2017 0:00,Used Vehicle,Finance,"$29,017.00 ",1,62702,COMPACT SUV
99,"$29,990.00 ",2016,OTHER,COLORADO,7/7/2018 0:00,Used Vehicle,Finance,"$28,130.00 ",1,62638,TRUCK
100,"$22,703.00 ",2011,SUBARU,FORESTER,10/6/2014 0:00,New Vehicle,Finance,"$22,703.00 ",0,62702,COMPACT SUV
101,"$44,648.00 ",2014,RAM,DURANGO,1/10/2014 0:00,New Vehicle,Finance,"$44,648.00 ",0,62629,SUV
102,"$36,515.00 ",2014,RAM,RAM 1500,12/1/2014 0:00,New Vehicle,Lease,"$36,300.00 ",0,62704,TRUCK
103,"$27,990.00 ",2017,SUBARU,FORESTER,5/4/2019 0:00,Used Vehicle,Finance,"$22,994.00 ",1,62711,COMPACT SUV
104,"$24,044.57 ",2015,KIA,SPORTAGE,5/8/2015 0:00,Used Vehicle,Cash,"$24,044.57 ",0,62694,COMPACT SUV
105,"$27,994.00 ",2015,SUBARU,OUTBACK,11/6/2014 0:00,Used Vehicle,Cash,"$27,994.00 ",0,62711,SUV
106,"$22,990.00 ",2018,OTHER,C-HR,9/25/2018 0:00,Used Vehicle,Finance,"$21,230.00 ",1,62703,COMPACT SUV
107,"$38,901.00 ",2019,SUBARU,OUTBACK,12/31/2018 0:00,Used Vehicle,Cash,"$35,845.00 ",1,62557,SUV
108,"$50,260.00 ",2018,DODGE,DURANGO,11/7/2018 0:00,New Vehicle,Cash,"$47,318.00 ",0,62092,SUV
109,"$26,990.00 ",2018,OTHER,PACIFICA,2/25/2019 0:00,Used Vehicle,Finance,"$25,927.00 ",1,62618,VAN
110,"$19,000.00 ",2009,DODGE,JOURNEY,9/20/2011 0:00,New Vehicle,Finance,"$19,000.00 ",0,62707,SUV
111,"$36,733.00 ",2018,SUBARU,OUTBACK,12/23/2017 0:00,Used Vehicle,Cash,"$34,215.00 ",0,62704,SUV
112,"$42,475.00 ",2019,KIA,SORENTO,3/15/2019 0:00,New Vehicle,Finance,"$40,389.00 ",0,62650,SUV
113,"$6,990.00 ",2005,KIA,SPORTAGE,2/24/2017 0:00,Used Vehicle,Finance,"$5,584.00 ",1,62702,COMPACT SUV
114,"$28,357.00 ",2019,SUBARU,WRX,5/25/2019 0:00,New Vehicle,Finance,"$26,462.00 ",0,62650,COMPACT SEDAN
115,"$29,048.00 ",2019,SUBARU,CROSSTREK,6/7/2019 0:00,New Vehicle,Cash,"$27,614.32 ",0,62568,COMPACT SUV
116,"$26,823.00 ",2018,SUBARU,CROSSTREK,3/7/2018 0:00,Used Vehicle,Finance,"$32,405.76 ",1,62704,COMPACT SUV
117,"$17,604.00 ",2015,KIA,SOUL,5/28/2015 0:00,Used Vehicle,Finance,"$17,604.00 ",0,62702,COMPACT SUV
118,"$23,055.00 ",2018,SUBARU,LEGACY,11/4/2017 0:00,Used Vehicle,Finance,"$21,839.00 ",1,62703,MID-SIZE SEDAN
119,"$32,887.00 ",2019,SUBARU,LEGACY,5/22/2019 0:00,New Vehicle,Cash,"$30,186.00 ",0,62712,MID-SIZE SEDAN
120,"$39,990.00 ",2018,RAM,1500,12/6/2019 0:00,Used Vehicle,Finance,"$36,975.00 ",1,62703,TRUCK
121,"$34,789.00 ",2018,RAM,1500,3/21/2018 0:00,New Vehicle,Finance,"$33,750.00 ",1,62704,TRUCK
122,"$30,674.00 ",2017,RAM,1500,9/8/2017 0:00,New Vehicle,Finance,"$30,674.00 ",1,62650,TRUCK
123,"$36,990.00 ",2018,RAM,1500 (5.7L),7/30/2018 0:00,Used Vehicle,Cash,"$33,179.00 ",1,62675,TRUCK
124,"$27,684.00 ",2018,SUBARU,CROSSTREK,11/30/2017 0:00,Used Vehicle,Finance,"$27,684.00 ",1,62049,COMPACT SUV
125,"$18,590.00 ",2012,KIA,SOUL,12/27/2011 0:00,Used Vehicle,Finance,"$18,590.00 ",0,62650,COMPACT SUV
126,"$14,573.57 ",2010,OTHER,CAMARO,10/22/2015 0:00,Used Vehicle,Finance,"$14,573.57 ",0,62703,SPORTS CAR
127,"$8,500.00 ",2007,DODGE,RAM 1500 (3.7L),5/17/2018 0:00,Used Vehicle,Finance,"$8,500.00 ",1,62702,TRUCK
128,"$33,354.00 ",2018,KIA,SORENTO,10/21/2017 0:00,Used Vehicle,Finance,"$32,036.00 ",1,62704,SUV
129,"$30,590.00 ",2016,KIA,SEDONA,12/11/2015 0:00,Used Vehicle,Finance,"$30,590.00 ",0,62661,VAN
130,"$32,831.00 ",2017,SUBARU,OUTBACK,7/28/2017 0:00,Used Vehicle,Finance,"$31,296.00 ",1,62681,SUV
131,"$29,533.00 ",2014,SUBARU,FORESTER 2.5I,9/7/2013 0:00,Used Vehicle,Cash,"$28,378.00 ",0,62704,COMPACT SUV
132,"$30,987.00 ",2013,SUBARU,OUTBACK 2.5I,12/27/2012 0:00,Used Vehicle,Finance,"$30,987.00 ",1,62704,SUV
133,"$23,222.00 ",2013,RAM,RAM CARGO VAN,8/2/2013 0:00,New Vehicle,Cash,"$23,222.00 ",0,62615,CARGO VAN
134,"$53,988.00 ",2019,RAM,1500,8/29/2019 0:00,New Vehicle,Finance,"$50,885.00 ",0,62684,TRUCK
135,"$38,609.00 ",2018,SUBARU,OUTBACK,5/23/2018 0:00,Used Vehicle,Finance,"$35,832.00 ",0,62650,SUV
136,"$6,992.00 ",2013,OTHER,ALTIMA,5/10/2019 0:00,Used Vehicle,Finance,"$6,992.00 ",1,62520,MID-SIZE SEDAN
137,"$30,454.00 ",2015,DODGE,GRAND CARAVAN (3.6L),11/7/2014 0:00,Used Vehicle,Finance,"$30,454.00 ",1,62702,VAN
138,"$53,985.00 ",2019,RAM,1500 (5.7L),11/22/2019 0:00,New Vehicle,Finance,"$47,447.00 ",0,62613,TRUCK
139,"$33,690.00 ",2017,SUBARU,FORESTER,8/20/2016 0:00,Used Vehicle,Finance,"$31,129.00 ",0,62704,COMPACT SUV
140,"$17,400.00 ",2016,KIA,SOUL,5/20/2016 0:00,New Vehicle,Finance,"$17,400.00 ",0,62702,COMPACT SUV
141,"$21,505.00 ",2015,KIA,OPTIMA,6/30/2015 0:00,New Vehicle,Finance,"$21,505.00 ",1,62693,MID-SIZE SEDAN
142,"$16,990.00 ",2015,OTHER,SONATA,6/9/2018 0:00,Used Vehicle,Finance,"$14,438.00 ",1,62711,MID-SIZE SEDAN
143,"$35,634.00 ",2018,DODGE,CHALLENGER,1/27/2018 0:00,New Vehicle,Finance,"$35,092.00 ",1,62518,SPORTS CAR
144,"$31,069.00 ",2017,SUBARU,FORESTER,8/26/2017 0:00,Used Vehicle,Finance,"$28,499.00 ",0,62711,COMPACT SUV
145,"$29,995.00 ",2015,KIA,OPTIMA,2/24/2015 0:00,Used Vehicle,Finance,"$29,995.00 ",0,62707,MID-SIZE SEDAN
146,"$52,080.00 ",2018,RAM,1500,5/23/2018 0:00,Used Vehicle,Finance,"$40,000.00 ",0,62615,TRUCK
147,"$57,125.00 ",2016,RAM,1500 (5.7L),8/26/2016 0:00,New Vehicle,Finance,"$57,125.00 ",0,62703,TRUCK
148,"$47,958.00 ",2016,KIA,SORENTO,3/31/2015 0:00,New Vehicle,Cash,"$47,958.00 ",0,62702,SUV
149,"$25,719.00 ",2015,SUBARU,FORESTER,4/17/2015 0:00,Used Vehicle,Finance,"$25,719.00 ",0,62563,COMPACT SUV
150,"$23,854.00 ",2013,KIA,SOUL,1/4/2013 0:00,Used Vehicle,Finance,"$23,854.00 ",1,62704,COMPACT SUV
151,"$27,130.00 ",2019,DODGE,JOURNEY,10/30/2019 0:00,New Vehicle,Finance,"$42,176.00 ",0,62703,SUV
152,"$32,540.00 ",2012,KIA,SORENTO,9/13/2011 0:00,Used Vehicle,Cash,"$32,540.00 ",0,62563,SUV
153,"$25,518.92 ",2012,KIA,SORENTO,10/21/2011 0:00,Used Vehicle,Cash,"$25,518.92 ",0,62670,SUV
154,"$18,545.00 ",2012,KIA,FORTE,8/5/2011 0:00,New Vehicle,Finance,"$18,545.00 ",0,62707,COMPACT SEDAN
155,"$23,080.00 ",2015,RAM,GRAND CARAVAN,4/4/2015 0:00,New Vehicle,Finance,"$23,080.00 ",0,62690,VAN
156,"$42,999.00 ",2019,SUBARU,ASCENT,11/27/2019 0:00,Used Vehicle,Finance,"$39,998.00 ",1,62707,SUV
157,"$25,988.00 ",2014,SUBARU,XV CROSSTREK,6/10/2014 0:00,Used Vehicle,Finance,"$25,988.00 ",1,62046,COMPACT SUV
158,"$13,930.00 ",2010,SUBARU,OUTBACK 2.5I,8/14/2015 0:00,Used Vehicle,Cash,"$13,930.00 ",0,62650,SUV
159,"$48,960.00 ",2018,RAM,1500 (5.7L),1/11/2019 0:00,New Vehicle,Finance,"$45,951.00 ",1,62712,TRUCK
160,"$33,475.00 ",2018,SUBARU,OUTBACK,1/27/2018 0:00,Used Vehicle,Finance,"$31,906.00 ",0,62711,SUV
161,"$29,742.00 ",2016,SUBARU,CROSSTREK,8/12/2016 0:00,Used Vehicle,Finance,"$27,236.00 ",0,62703,COMPACT SUV
162,"$27,874.00 ",2019,KIA,OPTIMA,4/18/2019 0:00,New Vehicle,Finance,"$26,781.00 ",0,62702,MID-SIZE SEDAN
163,"$23,995.00 ",2013,OTHER,GRAND CHEROKEE (3.6L),12/30/2016 0:00,Used Vehicle,Finance,"$19,500.00 ",0,62704,SUV
164,"$10,990.00 ",2014,KIA,SOUL,7/26/2018 0:00,Used Vehicle,Finance,"$9,929.00 ",1,62675,COMPACT SUV
165,"$23,141.00 ",2010,RAM,RAM 1500,3/12/2015 0:00,Used Vehicle,Finance,"$23,141.00 ",0,62629,TRUCK
166,"$71,275.00 ",2019,RAM,1500 (5.7L),9/7/2019 0:00,New Vehicle,Finance,"$67,881.00 ",1,62625,TRUCK
167,"$24,774.87 ",2015,SUBARU,OUTBACK WAGON,1/31/2015 0:00,New Vehicle,Cash,"$24,774.87 ",0,62705,SUV
168,"$29,037.00 ",2013,SUBARU,OUTBACK WAGON,2/5/2013 0:00,New Vehicle,Finance,"$29,037.00 ",0,62711,SUV
169,"$25,849.00 ",2016,SUBARU,FORESTER,4/25/2016 0:00,New Vehicle,Finance,"$25,849.00 ",0,62704,COMPACT SUV
170,"$36,046.00 ",2017,SUBARU,OUTBACK,12/30/2016 0:00,New Vehicle,Finance,"$34,798.00 ",0,62626,SUV
171,"$50,409.00 ",2019,DODGE,DURANGO,2/19/2019 0:00,New Vehicle,Finance,"$50,909.00 ",1,62640,SUV
172,"$39,990.00 ",2016,RAM,2500 DIESEL (6.7L),3/19/2018 0:00,Used Vehicle,Cash,"$35,000.00 ",0,62561,TRUCK
173,"$31,390.00 ",2016,KIA,SORENTO,1/16/2016 0:00,New Vehicle,Finance,"$31,390.00 ",0,62694,SUV
174,"$26,500.00 ",2012,SUBARU,OUTBACK WAGON,7/16/2012 0:00,New Vehicle,Finance,"$26,500.00 ",0,62236,SUV
175,"$28,623.00 ",2015,SUBARU,LEGACY,7/9/2014 0:00,Used Vehicle,Cash,"$28,623.00 ",0,62526,MID-SIZE SEDAN
176,"$51,480.00 ",2017,RAM,1500,7/3/2017 0:00,New Vehicle,Finance,"$47,265.00 ",1,62531,TRUCK
177,"$62,420.00 ",2019,RAM,1500,2/21/2019 0:00,New Vehicle,Lease,"$57,300.00 ",0,62712,TRUCK
178,"$44,300.00 ",2016,RAM,RAM 1500,2/27/2016 0:00,Used Vehicle,Finance,"$44,300.00 ",0,62563,TRUCK
179,"$24,350.00 ",2011,KIA,SORENTO,2/23/2010 0:00,Used Vehicle,Finance,"$24,350.00 ",0,62711,SUV
180,"$49,402.00 ",2016,DODGE,DURANGO (3.6L),7/5/2016 0:00,New Vehicle,Finance,"$49,402.00 ",0,62684,SUV
181,"$26,495.00 ",2013,DODGE,CHARGER,8/5/2013 0:00,New Vehicle,Cash,"$26,495.00 ",0,62702,MID-SIZE SEDAN
182,"$15,700.00 ",2011,OTHER,SONATA,7/19/2014 0:00,Used Vehicle,Finance,"$15,700.00 ",0,62707,MID-SIZE SEDAN
183,"$48,205.00 ",2014,RAM,DURANGO,7/12/2014 0:00,New Vehicle,Cash,"$48,205.00 ",1,62563,SUV
184,"$14,990.00 ",2015,KIA,SOUL,5/23/2019 0:00,Used Vehicle,Cash,"$13,000.00 ",0,62702,COMPACT SUV
185,"$21,150.00 ",2014,RAM,GRAND CARAVAN,12/18/2013 0:00,New Vehicle,Finance,"$21,150.00 ",0,62561,VAN
186,"$16,250.00 ",2018,KIA,SOUL,9/6/2018 0:00,Used Vehicle,Finance,"$16,250.00 ",1,62613,COMPACT SUV
187,"$24,785.00 ",2016,RAM,GRAND CARAVAN,3/4/2016 0:00,New Vehicle,Finance,"$24,785.00 ",0,62530,VAN
188,"$27,728.00 ",2018,SUBARU,IMPREZA,9/27/2018 0:00,New Vehicle,Finance,"$25,354.00 ",1,62711,COMPACT SEDAN
189,"$38,950.00 ",2017,OTHER,EXPEDITION,7/19/2017 0:00,Used Vehicle,Finance,"$38,950.00 ",1,62625,SUV
190,"$14,990.00 ",2007,OTHER,SILVERADO 1500,3/7/2019 0:00,Used Vehicle,Cash,"$12,975.00 ",0,62702,TRUCK
191,"$27,284.00 ",2019,SUBARU,CROSSTREK,5/16/2019 0:00,New Vehicle,Cash,"$25,500.00 ",0,62711,COMPACT SUV
192,"$41,659.00 ",2019,KIA,SORENTO,8/2/2019 0:00,New Vehicle,Finance,"$39,976.00 ",1,62613,SUV
193,"$14,990.00 ",2006,RAM,RAM 1500,7/28/2017 0:00,Used Vehicle,Cash,"$12,500.00 ",0,62704,TRUCK
