,MSRP,Year,Make,Model,Purchase Date,Sales Type,Purchase Type,Sale Price,Warranty Miles,Zipcode,Model Type
10182,"$20,145.00 ",2015,KIA,OPTIMA,2/10/2016 0:00,New Vehicle,Finance,"$20,145.00 ",0,62533,MID-SIZE SEDAN
10183,"$9,812.00 ",2006,OTHER,TOWN & CTRY LWB,9/14/2012 0:00,Used Vehicle,Cash,"$9,812.00 ",0,62563,MID-SIZE SEDAN
10184,"$38,990.00 ",2014,RAM,RAM 1500,6/16/2014 0:00,New Vehicle,Finance,"$38,990.00 ",1,62702,TRUCK
10185,"$28,867.73 ",2016,RAM,GRAND CARAVAN,4/8/2016 0:00,New Vehicle,Finance,"$28,867.73 ",0,62549,VAN
10186,"$40,586.00 ",2016,DODGE,CHALLENGER,5/19/2016 0:00,New Vehicle,Finance,"$40,586.00 ",0,62305,SPORTS CAR
10187,"$25,240.00 ",2017,KIA,SPORTAGE,8/2/2016 0:00,New Vehicle,Finance,"$24,300.00 ",0,62540,COMPACT SUV
10188,"$20,880.01 ",2013,KIA,SPORTAGE,12/19/2013 0:00,New Vehicle,Finance,"$20,880.01 ",0,62702,COMPACT SUV
10189,"$9,850.00 ",2011,OTHER,SENTRA,3/21/2016 0:00,Used Vehicle,Cash,"$9,850.00 ",0,62703,COMPACT SEDAN
10190,"$37,813.70 ",2014,RAM,2500 (6.4L),1/31/2014 0:00,New Vehicle,Finance,"$37,813.70 ",0,62650,TRUCK
10191,"$14,660.00 ",2013,OTHER,ELANTRA,1/12/2015 0:00,Used Vehicle,Finance,"$14,660.00 ",0,62629,COMPACT SEDAN
10192,"$19,738.00 ",2009,SUBARU,IMPREZA SEDAN,3/25/2009 0:00,New Vehicle,Finance,"$19,738.00 ",0,62558,COMPACT SEDAN
10193,"$39,820.00 ",2016,RAM,RAM 1500,3/7/2016 0:00,New Vehicle,Finance,"$39,820.00 ",0,62521,TRUCK
10194,"$9,205.00 ",2008,OTHER,TOWN & COUNTRY,3/5/2016 0:00,Used Vehicle,Finance,"$9,205.00 ",0,62521,VAN
10195,"$29,962.00 ",2016,RAM,JOURNEY,5/10/2016 0:00,New Vehicle,Finance,"$29,962.00 ",0,62704,SUV
10196,"$9,991.00 ",2005,RAM,RAM 1500,8/1/2012 0:00,Used Vehicle,Finance,"$9,991.00 ",0,62703,TRUCK
10197,"$12,000.00 ",2006,OTHER,TORRENT,11/19/2011 0:00,Used Vehicle,Finance,"$12,000.00 ",0,62707,COMPACT SUV
10198,"$28,679.00 ",2014,KIA,SEDONA,8/31/2013 0:00,New Vehicle,Cash,"$26,399.00 ",0,33907,VAN
10199,"$24,001.00 ",2010,RAM,GRAND CARAVAN,4/9/2010 0:00,New Vehicle,Finance,"$24,001.00 ",0,62702,VAN
10200,"$29,749.00 ",2013,KIA,SORENTO,5/11/2012 0:00,New Vehicle,Cash,"$29,749.00 ",0,0,SUV
10201,"$25,004.00 ",2013,DODGE,DART,10/18/2012 0:00,New Vehicle,Cash,"$25,004.00 ",0,62702,COMPACT SEDAN
10202,"$25,000.00 ",2013,OTHER,SILVERADO 1500,3/11/2014 0:00,Used Vehicle,Finance,"$25,000.00 ",1,62704,TRUCK
10203,"$16,900.00 ",2009,DODGE,JOURNEY,2/22/2010 0:00,Used Vehicle,Finance,"$16,900.00 ",1,62661,SUV
10204,"$28,889.00 ",2014,SUBARU,LEGACY,10/7/2013 0:00,New Vehicle,Finance,"$28,889.00 ",1,62563,MID-SIZE SEDAN
10205,"$19,580.00 ",2012,KIA,SOUL,11/5/2011 0:00,New Vehicle,Cash,"$19,580.00 ",0,62702,COMPACT SUV
10206,"$34,610.00 ",2011,RAM,GRAND CARAVAN,5/30/2011 0:00,New Vehicle,Finance,"$34,610.00 ",1,62568,VAN
10207,"$18,791.00 ",2008,OTHER,OUTLOOK,8/6/2013 0:00,Used Vehicle,Cash,"$18,791.00 ",0,62690,COMPACT SUV
10208,"$6,400.00 ",2002,DODGE,DURANGO,5/26/2011 0:00,Used Vehicle,Finance,"$6,400.00 ",1,62702,SUV
10209,"$16,668.00 ",2014,RAM,GRAND CARAVAN,12/5/2015 0:00,Used Vehicle,Finance,"$16,668.00 ",0,62561,VAN
10210,"$15,000.00 ",2010,SUBARU,OUTBACK,6/8/2015 0:00,Used Vehicle,Finance,"$15,000.00 ",0,80226,SUV
10211,"$44,699.00 ",2013,RAM,RAM 2500,10/14/2013 0:00,New Vehicle,Finance,"$44,699.00 ",1,62682,TRUCK
10212,"$50,000.00 ",2013,DODGE,CHARGER,10/17/2013 0:00,New Vehicle,Finance,"$50,000.00 ",1,62629,MID-SIZE SEDAN
10213,"$29,735.00 ",2015,RAM,JOURNEY,7/18/2015 0:00,New Vehicle,Cash,"$29,735.00 ",1,62702,SUV
10214,"$62,175.73 ",2016,RAM,RAM 2500,6/6/2016 0:00,New Vehicle,Finance,"$62,175.73 ",0,62352,TRUCK
10215,"$19,998.00 ",2014,SUBARU,FORESTER,12/19/2016 0:00,Used Vehicle,Cash,"$17,600.00 ",0,62704,COMPACT SUV
10216,"$10,990.00 ",2013,DODGE,DART,1/10/2017 0:00,Used Vehicle,Finance,"$10,990.00 ",0,62702,COMPACT SEDAN
10217,"$32,958.00 ",2014,DODGE,CHARGER,5/10/2014 0:00,New Vehicle,Finance,"$32,958.00 ",1,62702,MID-SIZE SEDAN
10218,"$14,990.00 ",2004,OTHER,GTO,12/29/2016 0:00,Used Vehicle,Finance,"$13,481.00 ",1,62704,SPORTS CAR
10219,"$21,255.00 ",2009,DODGE,AVENGER,7/29/2009 0:00,New Vehicle,Cash,"$21,255.00 ",0,62670,MID-SIZE SEDAN
10220,"$46,724.00 ",2011,RAM,RAM 3500,12/31/2010 0:00,New Vehicle,Cash,"$46,724.00 ",0,62515,TRUCK
10221,"$49,429.00 ",2012,RAM,RAM 3500,4/20/2012 0:00,New Vehicle,Finance,"$49,429.00 ",1,62545,TRUCK
10222,"$28,469.00 ",2016,SUBARU,FORESTER,11/10/2015 0:00,New Vehicle,Cash,"$28,469.00 ",0,61701,COMPACT SUV
10223,"$22,039.00 ",2015,OTHER,OUTLANDER SPORT,3/31/2016 0:00,New Vehicle,Finance,"$22,039.00 ",0,62704,SUV
10224,"$26,924.00 ",2011,KIA,SORENTO,5/22/2010 0:00,New Vehicle,Finance,"$26,924.00 ",1,62711,SUV
10225,"$35,995.00 ",2014,RAM,RAM 1500,2/24/2014 0:00,New Vehicle,Finance,"$35,995.00 ",0,62612,TRUCK
10226,"$12,800.00 ",2007,DODGE,NITRO,7/11/2011 0:00,Used Vehicle,Cash,"$12,800.00 ",0,62684,COMPACT SUV
10227,"$19,992.00 ",2010,KIA,SPORTAGE,8/30/2010 0:00,New Vehicle,Cash,"$19,992.00 ",0,62711,COMPACT SUV
10228,"$11,300.00 ",2012,OTHER,COMPASS (2.0L),12/24/2015 0:00,Used Vehicle,Finance,"$11,300.00 ",0,62684,COMPACT SUV
10229,"$27,250.00 ",2012,KIA,SEDONA,11/4/2011 0:00,New Vehicle,Cash,"$27,250.00 ",0,62681,VAN
10230,"$23,859.00 ",2016,SUBARU,LEGACY,8/7/2015 0:00,New Vehicle,Finance,"$23,859.00 ",0,62650,MID-SIZE SEDAN
10231,"$29,318.00 ",2013,RAM,GRAND CARAVAN,12/1/2012 0:00,New Vehicle,Finance,"$29,318.00 ",0,62561,VAN
10232,"$27,179.00 ",2015,KIA,OPTIMA,4/11/2015 0:00,New Vehicle,Finance,"$27,179.00 ",0,3246,MID-SIZE SEDAN
10233,"$34,240.00 ",2013,RAM,RAM 1500,6/6/2013 0:00,New Vehicle,Finance,"$34,240.00 ",0,62712,TRUCK
10234,"$25,475.00 ",2016,RAM,GRAND CARAVAN,4/26/2016 0:00,New Vehicle,Finance,"$25,475.00 ",0,62563,VAN
10235,"$6,995.00 ",2007,OTHER,ESCAPE,8/11/2016 0:00,Used Vehicle,Cash,"$6,995.00 ",0,62656,COMPACT SUV
10236,"$23,928.00 ",2010,SUBARU,FORESTER,8/14/2010 0:00,New Vehicle,Cash,"$23,928.00 ",0,62521,COMPACT SUV
10237,"$39,005.00 ",2014,KIA,CADENZA,8/27/2013 0:00,New Vehicle,Finance,"$31,822.00 ",0,62711,MID-SIZE SEDAN
10238,"$39,694.00 ",2014,RAM,RAM 1500,7/12/2014 0:00,New Vehicle,Finance,"$39,694.00 ",1,61739,TRUCK
10239,"$26,544.00 ",2009,SUBARU,FORESTER,3/29/2010 0:00,Used Vehicle,Finance,"$26,544.00 ",0,62711,COMPACT SUV
10240,"$46,025.00 ",2012,RAM,RAM 3500,12/10/2012 0:00,New Vehicle,Finance,"$46,025.00 ",0,62692,TRUCK
10241,"$24,926.00 ",2016,SUBARU,FORESTER,3/19/2016 0:00,New Vehicle,Finance,"$24,926.00 ",0,62246,COMPACT SUV
10242,"$9,990.00 ",2010,KIA,SOUL,5/8/2017 0:00,Used Vehicle,Finance,"$8,905.00 ",0,62703,COMPACT SUV
10243,"$19,985.00 ",2010,KIA,FORTE,1/16/2010 0:00,New Vehicle,Cash,"$19,985.00 ",0,62690,COMPACT SEDAN
10244,"$8,242.00 ",2012,OTHER,CRUZE,5/28/2016 0:00,Used Vehicle,Finance,"$8,242.00 ",0,62702,COMPACT SEDAN
10245,"$47,000.00 ",2015,DODGE,CHALLENGER,1/30/2015 0:00,New Vehicle,Cash,"$47,000.00 ",0,62629,SPORTS CAR
10246,"$25,999.00 ",2012,KIA,SEDONA,3/29/2012 0:00,New Vehicle,Finance,"$25,999.00 ",0,62711,VAN
10247,"$15,921.73 ",2015,KIA,OPTIMA,4/16/2016 0:00,Used Vehicle,Finance,"$15,921.73 ",0,62704,MID-SIZE SEDAN
10248,"$33,990.00 ",2014,RAM,RAM 1500,8/23/2014 0:00,New Vehicle,Finance,"$33,990.00 ",1,62610,TRUCK
10249,"$43,490.00 ",2015,RAM,RAM 3500,2/13/2016 0:00,New Vehicle,Finance,"$43,490.00 ",0,71263,TRUCK
10250,"$19,500.00 ",2010,OTHER,Q5,2/2/2016 0:00,Used Vehicle,Finance,"$19,500.00 ",0,62704,COMPACT SUV
10251,"$24,081.94 ",2011,KIA,SORENTO,4/16/2011 0:00,New Vehicle,Finance,"$24,081.94 ",1,61501,SUV
10252,"$42,808.00 ",2014,RAM,RAM 1500,8/22/2014 0:00,New Vehicle,Finance,"$42,808.00 ",0,62707,TRUCK
10253,"$28,640.00 ",2009,KIA,BORREGO,8/19/2009 0:00,New Vehicle,Finance,"$28,640.00 ",0,62712,SUV
10254,"$24,840.00 ",2013,RAM,GRAND CARAVAN,6/21/2013 0:00,New Vehicle,Finance,"$24,840.00 ",0,62629,VAN
10255,"$21,870.00 ",2013,DODGE,DART,3/20/2013 0:00,New Vehicle,Finance,"$21,870.00 ",0,62629,COMPACT SEDAN
10256,"$20,883.00 ",2016,KIA,OPTIMA,1/12/2017 0:00,New Vehicle,Finance,"$24,500.00 ",1,62305,MID-SIZE SEDAN
10257,"$15,736.00 ",2013,RAM,GRAND CARAVAN,5/27/2016 0:00,New Vehicle,Finance,"$15,736.00 ",0,62640,VAN
10258,"$10,035.00 ",2012,OTHER,ROGUE,9/12/2016 0:00,Used Vehicle,Finance,"$10,035.00 ",0,62684,COMPACT SUV
10259,"$21,712.00 ",2014,OTHER,OUTLANDER SPORT,4/21/2014 0:00,New Vehicle,Finance,"$21,712.00 ",1,42066,SUV
10260,"$15,465.00 ",2009,KIA,RIO,5/20/2010 0:00,New Vehicle,Finance,"$15,465.00 ",1,62704,COMPACT SEDAN
10261,"$41,250.00 ",2013,RAM,DURANGO,8/26/2013 0:00,New Vehicle,Cash,"$41,250.00 ",0,62536,SUV
10262,"$31,500.00 ",2013,KIA,SORENTO,3/30/2013 0:00,New Vehicle,Finance,"$31,500.00 ",0,62522,SUV
10263,"$18,139.00 ",2010,RAM,RAM 1500,6/27/2016 0:00,New Vehicle,Finance,"$18,139.00 ",0,62707,TRUCK
10264,"$11,900.00 ",2012,KIA,SOUL,3/10/2015 0:00,Used Vehicle,Finance,"$11,900.00 ",0,62650,COMPACT SUV
10265,"$15,115.00 ",2015,OTHER,MIRAGE,5/23/2015 0:00,New Vehicle,Finance,"$15,115.00 ",0,62628,COMPACT SEDAN
10266,"$10,300.00 ",2010,RAM,JOURNEY,12/8/2015 0:00,New Vehicle,Finance,"$10,300.00 ",0,62692,SUV
10267,"$19,040.00 ",2016,KIA,FORTE,6/7/2016 0:00,New Vehicle,Finance,"$19,040.00 ",0,62704,COMPACT SEDAN
10268,"$26,198.00 ",2011,OTHER,ECLIPSE,5/18/2011 0:00,New Vehicle,Finance,"$26,198.00 ",0,62712,COMPACT SUV
10269,"$6,482.92 ",2006,DODGE,GRAND CARAVAN,7/11/2011 0:00,Used Vehicle,Finance,"$6,482.92 ",1,62692,VAN
10270,"$5,325.92 ",2004,RAM,RAM 1500,10/29/2011 0:00,Used Vehicle,Cash,"$5,325.92 ",0,62704,TRUCK
10271,"$31,185.00 ",2014,DODGE,CHARGER,2/13/2014 0:00,New Vehicle,Finance,"$31,185.00 ",0,62702,MID-SIZE SEDAN
10272,"$24,590.00 ",2015,KIA,OPTIMA,2/11/2016 0:00,New Vehicle,Finance,"$24,590.00 ",0,62690,MID-SIZE SEDAN
10273,"$26,086.00 ",2014,SUBARU,OUTBACK WAGON,2/3/2014 0:00,New Vehicle,Finance,"$24,000.00 ",1,62534,SUV
10274,"$17,085.00 ",2010,KIA,FORTE,4/24/2010 0:00,New Vehicle,Finance,"$17,085.00 ",0,62704,COMPACT SEDAN
10275,"$11,389.00 ",2012,OTHER,ROGUE,7/15/2016 0:00,Used Vehicle,Cash,"$11,389.00 ",0,62650,COMPACT SUV
10276,"$17,024.00 ",2010,KIA,FORTE,9/14/2010 0:00,New Vehicle,Finance,"$17,024.00 ",0,62650,COMPACT SEDAN
10277,"$25,832.00 ",2016,SUBARU,FORESTER,2/18/2016 0:00,New Vehicle,Cash,"$25,832.00 ",0,61884,COMPACT SUV
10278,"$6,852.00 ",2002,OTHER,RANGER,5/17/2016 0:00,Used Vehicle,Cash,"$6,852.00 ",0,62670,TRUCK
10279,"$18,000.00 ",2013,SUBARU,LEGACY,10/17/2015 0:00,Used Vehicle,Finance,"$18,000.00 ",0,62568,MID-SIZE SEDAN
10280,"$50,445.57 ",2015,RAM,RAM 1500,7/28/2015 0:00,New Vehicle,Cash,"$50,445.57 ",1,62690,TRUCK
10281,"$17,998.61 ",2013,SUBARU,FORESTER,4/8/2016 0:00,New Vehicle,Finance,"$17,998.61 ",0,61761,COMPACT SUV
10282,"$36,030.00 ",2013,RAM,RAM 1500,5/17/2013 0:00,New Vehicle,Finance,"$36,030.00 ",0,62521,TRUCK
10283,"$18,500.00 ",2014,KIA,FORTE,9/11/2013 0:00,New Vehicle,Cash,"$18,500.00 ",0,62618,COMPACT SEDAN
10284,"$30,600.00 ",2015,SUBARU,OUTBACK WAGON,7/24/2015 0:00,New Vehicle,Finance,"$30,600.00 ",0,60614,SUV
10285,"$27,906.00 ",2016,SUBARU,FORESTER,9/4/2015 0:00,New Vehicle,Finance,"$27,906.00 ",0,62522,COMPACT SUV
10286,"$21,839.00 ",2012,SUBARU,IMPREZA WAGON,4/10/2012 0:00,New Vehicle,Finance,"$21,839.00 ",0,62634,COMPACT SEDAN
10287,"$26,931.19 ",2009,OTHER,OUTLANDER,12/5/2008 0:00,New Vehicle,Finance,"$26,931.19 ",0,62704,COMPACT SUV
10288,"$52,648.00 ",2015,RAM,RAM 1500,7/31/2015 0:00,New Vehicle,Finance,"$52,648.00 ",0,62650,TRUCK
10289,"$21,690.00 ",2013,OTHER,OUTLANDER SPORT,5/6/2013 0:00,New Vehicle,Finance,"$21,690.00 ",1,62675,SUV
10290,"$12,841.00 ",2012,RAM,JOURNEY,11/4/2016 0:00,Used Vehicle,Finance,"$12,591.00 ",1,62628,SUV
10291,"$15,500.00 ",2008,OTHER,CIVIC SDN,11/28/2011 0:00,Used Vehicle,Cash,"$15,500.00 ",0,62615,COMPACT SEDAN
10292,"$32,993.00 ",2016,SUBARU,OUTBACK WAGON,6/4/2016 0:00,New Vehicle,Cash,"$32,993.00 ",0,62305,SUV
10293,"$22,480.00 ",2009,KIA,OPTIMA,7/20/2009 0:00,New Vehicle,Finance,"$22,480.00 ",0,62704,MID-SIZE SEDAN
10294,"$33,306.00 ",2012,RAM,RAM 1500,8/21/2012 0:00,New Vehicle,Finance,"$33,306.00 ",1,62707,TRUCK
10295,"$11,899.00 ",2009,OTHER,PASSAT SEDAN,9/10/2016 0:00,Used Vehicle,Cash,"$9,649.73 ",0,62712,MID-SIZE SEDAN
10296,"$20,769.00 ",2006,RAM,RAM 1500,5/28/2014 0:00,Used Vehicle,Finance,"$20,769.00 ",0,62703,TRUCK
10297,"$72,000.00 ",2016,DODGE,CHALLENGER,6/15/2016 0:00,New Vehicle,Finance,"$72,000.00 ",0,62703,SPORTS CAR
10298,"$17,690.00 ",2016,KIA,SOUL,4/16/2016 0:00,New Vehicle,Finance,"$17,690.00 ",0,62656,COMPACT SUV
10299,"$37,405.00 ",2012,DODGE,CHARGER,7/23/2012 0:00,New Vehicle,Finance,"$37,405.00 ",1,62712,MID-SIZE SEDAN
10300,"$28,989.00 ",2014,RAM,RAM 2500,7/28/2016 0:00,Used Vehicle,Cash,"$28,989.00 ",0,62625,TRUCK
10301,"$8,298.00 ",2007,OTHER,FUSION,6/20/2016 0:00,Used Vehicle,Cash,"$6,004.73 ",0,62711,MID-SIZE SEDAN
10302,"$24,685.00 ",2014,KIA,OPTIMA,6/5/2014 0:00,New Vehicle,Finance,"$24,685.00 ",0,62702,MID-SIZE SEDAN
10303,"$18,601.00 ",2010,KIA,FORTE,8/4/2009 0:00,New Vehicle,Finance,"$18,601.00 ",1,62703,COMPACT SEDAN
10304,"$9,367.00 ",2008,OTHER,MALIBU,3/24/2016 0:00,Used Vehicle,Finance,"$9,367.00 ",0,62056,MID-SIZE SEDAN
10305,"$23,990.00 ",2010,RAM,GRAND CARAVAN,4/30/2010 0:00,New Vehicle,Finance,"$23,990.00 ",0,62044,VAN
10306,"$27,955.00 ",2010,RAM,JOURNEY,7/2/2010 0:00,New Vehicle,Finance,"$27,955.00 ",1,62340,SUV
10307,"$22,990.00 ",2015,RAM,GRAND CARAVAN,2/28/2015 0:00,New Vehicle,Finance,"$22,990.00 ",0,62561,VAN
10308,"$14,922.00 ",2008,DODGE,GRAND CARAVAN,6/10/2011 0:00,Used Vehicle,Finance,"$14,922.00 ",1,62702,VAN
10309,"$29,990.00 ",2015,RAM,2500,12/29/2018 0:00,Used Vehicle,Finance,"$24,396.00 ",1,62544,TRUCK
10310,"$37,789.00 ",2014,RAM,RAM 1500,10/2/2013 0:00,New Vehicle,Cash,"$37,789.00 ",0,62712,TRUCK
10311,"$34,339.00 ",2013,RAM,RAM 1500,7/26/2013 0:00,New Vehicle,Finance,"$34,339.00 ",0,62561,TRUCK
10312,"$12,500.00 ",2012,KIA,OPTIMA,9/11/2017 0:00,Used Vehicle,Finance,"$12,500.00 ",1,62621,MID-SIZE SEDAN
10313,"$39,990.00 ",2013,OTHER,SILVERADO 2500HD,7/16/2019 0:00,Used Vehicle,Finance,"$35,500.00 ",0,62702,TRUCK
10314,"$18,402.00 ",2013,KIA,SOUL,5/31/2013 0:00,Used Vehicle,Cash,"$18,402.00 ",1,62704,COMPACT SUV
10315,"$29,037.00 ",2017,SUBARU,OUTBACK,5/22/2017 0:00,New Vehicle,Lease,"$27,270.00 ",0,62704,SUV
10316,"$71,459.00 ",2020,RAM,1500 (5.7L),2/14/2020 0:00,New Vehicle,Finance,"$66,940.00 ",1,62684,TRUCK
10317,"$28,994.00 ",2015,RAM,1500 (5.7L),2/27/2016 0:00,Used Vehicle,Finance,"$28,994.00 ",0,62693,TRUCK
10318,"$28,878.00 ",2019,SUBARU,WRX,8/31/2019 0:00,New Vehicle,Finance,"$27,217.00 ",1,62522,COMPACT SEDAN
10319,"$36,940.00 ",2017,KIA,SORENTO,2/8/2017 0:00,Used Vehicle,Finance,"$35,000.00 ",1,62650,SUV
10320,"$32,800.00 ",2012,DODGE,GRAND CARAVAN (3.6L),11/7/2011 0:00,New Vehicle,Cash,"$32,800.00 ",0,62520,VAN
10321,"$32,359.00 ",2017,SUBARU,LEGACY,11/18/2016 0:00,Used Vehicle,Finance,"$30,895.00 ",1,62711,MID-SIZE SEDAN
10322,"$18,390.00 ",2014,KIA,FORTE,1/25/2014 0:00,New Vehicle,Finance,"$16,999.00 ",1,62638,COMPACT SEDAN
10323,"$14,990.00 ",2013,OTHER,ALTIMA,7/13/2017 0:00,Used Vehicle,Finance,"$13,936.00 ",0,62703,MID-SIZE SEDAN
10324,"$25,695.00 ",2012,KIA,SORENTO,8/29/2011 0:00,New Vehicle,Cash,"$25,695.00 ",0,62526,SUV
10325,"$24,825.00 ",2013,SUBARU,FORESTER,2/28/2013 0:00,New Vehicle,Finance,"$24,825.00 ",1,62613,COMPACT SUV
10326,"$43,667.00 ",2019,SUBARU,ASCENT,12/18/2018 0:00,New Vehicle,Finance,"$40,430.00 ",1,62704,SUV
10327,"$31,679.00 ",2018,SUBARU,CROSSTREK,4/21/2018 0:00,New Vehicle,Cash,"$28,975.00 ",0,62704,COMPACT SUV
10328,"$37,630.00 ",2019,SUBARU,ASCENT,10/13/2018 0:00,New Vehicle,Finance,"$34,882.00 ",0,62558,SUV
10329,"$23,993.00 ",2019,SUBARU,LEGACY,3/30/2019 0:00,New Vehicle,Finance,"$22,464.00 ",1,62681,MID-SIZE SEDAN
10330,"$42,420.00 ",2017,KIA,SORENTO,10/19/2016 0:00,Used Vehicle,Finance,"$36,986.00 ",1,62684,SUV
10331,"$36,509.00 ",2018,SUBARU,OUTBACK,5/18/2018 0:00,New Vehicle,Finance,"$33,407.00 ",1,62704,SUV
10332,"$31,334.00 ",2018,SUBARU,FORESTER,12/16/2017 0:00,Used Vehicle,Finance,"$28,750.00 ",1,62650,COMPACT SUV
10333,"$20,149.00 ",2013,KIA,SOUL,12/27/2013 0:00,Used Vehicle,Cash,"$17,750.00 ",0,62703,COMPACT SUV
10334,"$36,300.00 ",2014,RAM,DURANGO,1/16/2014 0:00,New Vehicle,Finance,"$36,300.00 ",0,62711,SUV
10335,"$27,625.00 ",2016,KIA,SORENTO,6/29/2016 0:00,Used Vehicle,Finance,"$26,841.00 ",0,62703,SUV
10336,"$29,675.00 ",2016,SUBARU,CROSSTREK,11/3/2016 0:00,Used Vehicle,Cash,"$29,093.00 ",1,62522,COMPACT SUV
10337,"$28,866.00 ",2017,SUBARU,IMPREZA,6/20/2017 0:00,Used Vehicle,Cash,"$25,399.00 ",0,62522,COMPACT SEDAN
10338,"$35,987.00 ",2018,SUBARU,FORESTER,8/29/2018 0:00,New Vehicle,Cash,"$33,314.00 ",1,62656,COMPACT SUV
10339,"$31,750.00 ",2018,SUBARU,CROSSTREK,6/8/2018 0:00,New Vehicle,Finance,"$29,929.00 ",1,62704,COMPACT SUV
10340,"$18,799.00 ",2017,KIA,FORTE,6/19/2017 0:00,Used Vehicle,Finance,"$15,853.00 ",0,62702,COMPACT SEDAN
10341,"$25,990.00 ",2017,DODGE,GRAND CARAVAN (3.6L),9/2/2017 0:00,Used Vehicle,Cash,"$24,951.00 ",0,62707,VAN
10342,"$37,555.00 ",2020,SUBARU,OUTBACK,12/9/2019 0:00,New Vehicle,Cash,"$35,929.00 ",0,62568,SUV
10343,"$40,559.00 ",2020,KIA,TELLURIDE,4/15/2019 0:00,New Vehicle,Finance,"$38,736.00 ",1,62670,SUV
10344,"$25,147.00 ",2017,KIA,SPORTAGE,9/7/2016 0:00,Used Vehicle,Finance,"$25,147.00 ",0,62702,COMPACT SUV
10345,"$35,420.00 ",2014,DODGE,CHARGER,8/29/2014 0:00,Used Vehicle,Cash,"$35,420.00 ",0,62615,MID-SIZE SEDAN
10346,"$53,035.00 ",2014,RAM,1500 (5.7L),12/13/2013 0:00,New Vehicle,Cash,"$53,035.00 ",1,62712,TRUCK
10347,"$22,990.00 ",2017,OTHER,ROGUE,7/1/2019 0:00,Used Vehicle,Finance,"$20,901.00 ",1,62707,COMPACT SUV
10348,"$41,746.00 ",2019,SUBARU,ASCENT,11/20/2018 0:00,New Vehicle,Cash,"$39,244.00 ",1,62548,SUV
10349,"$16,135.00 ",2015,KIA,SOUL,9/24/2015 0:00,Used Vehicle,Finance,"$16,135.00 ",0,62712,COMPACT SUV
10350,"$29,915.00 ",2017,KIA,SORENTO,3/24/2017 0:00,Used Vehicle,Finance,"$28,765.00 ",1,62703,SUV
10351,"$30,885.00 ",2018,DODGE,CHARGER,5/14/2018 0:00,New Vehicle,Finance,"$29,907.00 ",1,62704,MID-SIZE SEDAN
10352,"$33,990.00 ",2017,OTHER,SILVERADO 1500,8/7/2019 0:00,Used Vehicle,Finance,"$31,678.00 ",1,62677,TRUCK
10353,"$23,040.00 ",2013,KIA,OPTIMA,10/26/2012 0:00,Used Vehicle,Finance,"$23,040.00 ",1,62704,MID-SIZE SEDAN
10354,"$29,872.00 ",2016,SUBARU,OUTBACK,4/30/2016 0:00,Used Vehicle,Finance,"$29,872.00 ",0,62711,SUV
10355,"$6,154.70 ",2007,OTHER,TOWN & CTRY LWB,6/20/2014 0:00,Used Vehicle,Cash,"$6,154.70 ",0,62711,MID-SIZE SEDAN
10356,"$27,014.00 ",2014,SUBARU,FORESTER 2.5I,5/24/2013 0:00,Used Vehicle,Cash,"$27,014.00 ",0,62629,COMPACT SUV
10357,"$25,210.00 ",2014,KIA,SORENTO,7/9/2013 0:00,Used Vehicle,Finance,"$25,210.00 ",1,62704,SUV
10358,"$28,700.00 ",2012,SUBARU,OUTBACK 2.5I,11/12/2011 0:00,Used Vehicle,Finance,"$28,700.00 ",0,62711,SUV
10359,"$38,364.00 ",2018,RAM,1500,3/24/2018 0:00,New Vehicle,Finance,"$36,740.00 ",1,62340,TRUCK
10360,"$29,839.00 ",2017,DODGE,GRAND CARAVAN,2/3/2018 0:00,New Vehicle,Finance,"$29,245.00 ",1,62629,VAN
10361,"$17,999.00 ",2010,OTHER,LANCER,12/11/2010 0:00,New Vehicle,Finance,"$17,999.00 ",1,62539,COMPACT SEDAN
10362,"$36,790.00 ",2009,RAM,RAM 1500,5/27/2009 0:00,New Vehicle,Finance,"$36,790.00 ",0,62702,TRUCK
10363,"$24,483.00 ",2013,SUBARU,OUTBACK 2.5I,10/10/2015 0:00,Used Vehicle,Finance,"$24,483.00 ",0,62711,SUV
10364,"$23,836.00 ",2014,SUBARU,OUTBACK 2.5I,4/14/2014 0:00,Used Vehicle,Finance,"$23,836.00 ",0,62702,SUV
10365,"$13,982.00 ",2012,OTHER,SANTA FE,1/23/2016 0:00,Used Vehicle,Finance,"$13,982.00 ",0,62629,SUV
10366,"$12,900.00 ",2015,KIA,OPTIMA,8/23/2019 0:00,Used Vehicle,Finance,"$12,900.00 ",0,62704,MID-SIZE SEDAN
10367,"$20,317.00 ",2010,OTHER,TOWN & COUNTRY (4.0L),3/10/2014 0:00,Used Vehicle,Finance,"$20,317.00 ",1,62702,MID-SIZE SEDAN
10368,"$10,990.00 ",2012,DODGE,GRAND CARAVAN,8/6/2019 0:00,Used Vehicle,Finance,"$4,800.00 ",1,62704,VAN
10369,"$31,474.00 ",2014,RAM,GRAND CARAVAN,8/5/2014 0:00,New Vehicle,Finance,"$31,474.00 ",0,62629,VAN
10370,"$16,990.00 ",2013,SUBARU,XV CROSSTREK,7/22/2019 0:00,Used Vehicle,Finance,"$14,439.00 ",0,62536,COMPACT SUV
10371,"$20,090.00 ",2010,KIA,FORTE,4/24/2010 0:00,New Vehicle,Finance,"$20,090.00 ",1,62704,COMPACT SEDAN
